Name,Website,Awwwards Profile,Qualité,Email,Date mail 1,Réponse,Réponse finale,Langue,Tech,Lien candidature / source,Commentaire,Mail envoyé
Unseen Studio,http://www.unseen.co/,https://www.awwwards.com/unseenstudio/,18,projects@unseen.co,,,,EN,wordpress,,,
ToyFight,http://toyfight.co/,https://www.awwwards.com/ToyFight/,18,hello@toyfight.co,,,,EN,nextjs,,,
Vide Infra,http://www.videinfra.com/,https://www.awwwards.com/videinfra/,19,https://videinfra.com/career,14/01/2026,,,EN,JS,,,
Somefolk®,http://www.somefolk.co/,https://www.awwwards.com/Somefolk/,,,,,,,,,,
Lusion,https://lusion.co/,https://www.awwwards.com/lusion/,,,,,,,,,,
Outpost,http://outpost.design/,https://www.awwwards.com/Outpost/,,,,,,,,,,
OFF+BRAND.,https://www.itsoffbrand.com/,https://www.awwwards.com/offbrand/,,,,,,,,,,
Mallard & Claret,https://mallardandclaret.com/,https://www.awwwards.com/mallardandclaret/,,,,,,,,,,
Phantom,http://phantom.land/,https://www.awwwards.com/PhantomStudios/,,,,,,,,,,
Sam Dallyn,https://www.lundqvistdallyn.studio/,https://www.awwwards.com/sam-dallyn/,,,,,,,,,,
By Association Only,http://byassociationonly.com/,https://www.awwwards.com/byassociationonly/,,,,,,,,,,
Rotate°,http://studiorotate.com/,https://www.awwwards.com/studiorotate/,,,,,,,,,,
Parallax,http://parall.ax/,https://www.awwwards.com/Parallax_Agency/,,,,,,,,,,
Jordan Gilroy,https://jordangilroy.com/,https://www.awwwards.com/jordan-gilroy/,,,,,,,,,,
The Blackpepper Studio,https://theblackpepperstudio.com/,https://www.awwwards.com/blackpepper-studio/,,,,,,,,,,
serieseight,https://serieseight.com/,https://www.awwwards.com/serieseight/,,,,FALSE,,,,,,
Rich Brown,http://www.richbrown.info/,https://www.awwwards.com/richbrown/,,,,FALSE,,,,,,
Artistsweb,https://www.artistsweb.co.uk/,https://www.awwwards.com/artistsweb/,,,,FALSE,,,,,,
Herdl,http://herdl.com/,https://www.awwwards.com/herdl/,,,,FALSE,,,,,,
Kujira co,https://kujira.co/,https://www.awwwards.com/Kujira/,,,,FALSE,,,,,,
MadeByShape,https://madebyshape.co.uk/,https://www.awwwards.com/MadeByShape/,,,,FALSE,,,,,,
Adaptable,https://weareadaptable.com/,https://www.awwwards.com/adaptable/,,,,FALSE,,,,,,
Studio Form,https://www.form-digital.com/,https://www.awwwards.com/form_digital_studio/,,,,FALSE,,,,,,
Elliott Mangham,https://elliott.mangham.dev/,https://www.awwwards.com/elliottmangham/,,,,FALSE,,,,,,
Vovi,http://www.vovi.studio/,https://www.awwwards.com/vovi/,,,,FALSE,,,,,,
Neutral Studio,http://neutral-studio.com/,https://www.awwwards.com/neutralstudio/,,,,FALSE,,,,,,
Format-3,https://format-3.co/,https://www.awwwards.com/Format-3/,,,,FALSE,,,,,,
The Line Studio,https://thelinestudio.com/,https://www.awwwards.com/thelinestudio/,,,,FALSE,,,,,,
Fhoke,https://www.fhoke.com/,https://www.awwwards.com/fhoke/,,,,FALSE,,,,,,
Show + Tell,https://www.showandtell.agency/,https://www.awwwards.com/showandtell/,,,,FALSE,,,,,,
GoodLove,http://www.goodlove.co/,https://www.awwwards.com/goodlove/,,,,FALSE,,,,,,
Driftime®,http://driftime.media/,https://www.awwwards.com/driftime/,,,,FALSE,,,,,,
chaptr,https://chaptr.studio/,https://www.awwwards.com/chaptr/,,,,FALSE,,,,,,
OHMY,http://www.ohmy.studio/,https://www.awwwards.com/ohmystudio/,,,,FALSE,,,,,,
Limesharp,https://limesharp.net/,https://www.awwwards.com/limesharp/,,,,FALSE,,,,,,
RVLV,http://www.rvlv.agency/,https://www.awwwards.com/RVLV/,,,,FALSE,,,,,,
Ryze Agency,http://www.ryzeagency.co.uk/,https://www.awwwards.com/ryzeagency/,,,,FALSE,,,,,,
MIDNIGHT,https://midnight.agency/,https://www.awwwards.com/midnight_agency/,,,,FALSE,,,,,,
Phunk Creative,http://phunk.co.uk/,https://www.awwwards.com/phunkcreative/,,,,FALSE,,,,,,
matthew-rogers,https://www.matt-rogers.co.uk/,https://www.awwwards.com/matthew-rogers/,,,,FALSE,,,,,,
Numiko,http://www.numiko.com/,https://www.awwwards.com/Numiko/,,,,FALSE,,,,,,
Koto,https://koto.studio/,https://www.awwwards.com/studiokoto/,,,,FALSE,,,,,,
93FT,http://www.93ft.com/,https://www.awwwards.com/93ft/,,,,FALSE,,,,,,
Isabel Edwards,http://designsie.co.uk/,https://www.awwwards.com/isabel_edwards/,,,,FALSE,,,,,,
Alchemy Digital,https://alchemy.digital/,https://www.awwwards.com/AlchemyDigital/,,,,FALSE,,,,,,
Together,https://coder.com/,https://www.awwwards.com/together/,,,,FALSE,,,,,,
KOTA,https://kota.co.uk/,https://www.awwwards.com/kota/,,,,FALSE,,,,,,
PeachWeb Builder,http://peachweb.io/,https://www.awwwards.com/peachweb/,,,,FALSE,,,,,,
Plug & Play,https://www.plugandplaydesign.co.uk/,https://www.awwwards.com/web-design-london/,,,,FALSE,,,,,,
bluestone98,http://www.bluestone98.com/,https://www.awwwards.com/bluestone98/,,,,FALSE,,,,,,
Daniel Vaszka,https://danielvaszka.com/,https://www.awwwards.com/daniel.vaszka/,,,,FALSE,,,,,,
Noughts & Ones,https://noughtsandones.com/,https://www.awwwards.com/noughtsandones/,,,,FALSE,,,,,,
Bigger Picture,https://www.biggerpicture.agency/,https://www.awwwards.com/biggerpicture/,,,,FALSE,,,,,,
HLabs,http://www.hlabs.co.uk/,https://www.awwwards.com/hlabs/,,,,FALSE,,,,,,
